id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
40,2008,No,1991.0,NOT SPECIFIED,manufacturing,food and beverages,No,200.0,280.0,340.0,0.0,0.0,0.0,200.0,280.0,340.0,0.0,0.0,0.0,500000000.0,550000000.0,600000000.0,0.0,0.0,0.0,Medium,High,High,High,Medium,Low,Medium,High,Low,High,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants",NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
41,2008,No,1975.0,NOT SPECIFIED,manufacturing,food and beverages,No,285.0,224.0,215.0,18.0,22.0,17.0,303.0,246.0,232.0,0.0,0.0,0.0,555510000.0,266926263.0,240868209.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
42,2008,No,1980.0,Yes,manufacturing,wood and paper products etc,No,34.0,52.0,25.0,0.0,0.0,0.0,34.0,52.0,25.0,0.0,0.0,0.0,305258000.0,195832000.0,130045000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
43,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,200.0,186.0,177.0,0.0,0.0,0.0,200.0,186.0,177.0,0.0,0.0,0.0,456000000.0,493000000.0,543000000.0,0.0,0.0,0.0,Medium,High,Low,Low,Medium,Medium,Not used,Low,Not used,Medium,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Encourage patronage for made in Nigeria goods & services,Yes,Yes,No,No,No,No,No,No
44,2008,No,1978.0,No,manufacturing,food and beverages,No,40.0,30.0,32.0,0.0,0.0,0.0,40.0,30.0,32.0,0.0,0.0,0.0,45301862.0,49100290.0,68324750.0,0.0,0.0,0.0,High,High,High,Medium,High,High,Low,High,Low,High,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,No,No,No,No,No,No
45,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,7.0,7.0,7.0,34.0,34.0,34.0,41.0,41.0,41.0,0.0,0.0,0.0,104024471.0,104567064.0,141459652.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
46,2008,No,1972.0,Yes,manufacturing,chemicals and chemical products,No,150.0,150.0,100.0,0.0,30.0,10.0,150.0,180.0,110.0,0.0,0.0,0.0,0.0,4060955000.0,6149520000.0,0.0,0.0,0.0,High,High,High,High,High,Medium,Medium,High,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
47,2008,No,1973.0,Yes,manufacturing,food and beverages,Yes,64.0,57.0,61.0,0.0,0.0,0.0,64.0,57.0,61.0,0.0,0.0,0.0,152289200.0,1882364000.0,2175777000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
48,2008,No,1963.0,No,manufacturing,textiles and wearing apparel,Yes,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,18.0,0.0,0.0,0.0,37684646.0,34469718.0,23452201.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
49,2008,No,1979.0,Yes,manufacturing,chemicals and chemical products,No,80.0,75.0,75.0,0.0,0.0,0.0,80.0,75.0,75.0,0.0,0.0,0.0,1958845424.0,1518080902.0,1713211452.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,No,Yes,No,No,No,No,No,No
50,2008,No,1972.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,260.0,260.0,257.0,0.0,0.0,0.0,260.0,260.0,257.0,0.0,0.0,0.0,5000000.0,4000000.0,3000000.0,0.0,0.0,0.0,Not used,Medium,Medium,Low,Not used,Not used,Not used,Not used,Not used,Not used,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,No,Yes,No,No,No,No,No,No
51,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,50.0,42.0,30.0,40.0,35.0,25.0,90.0,77.0,55.0,0.0,0.0,0.0,4000000.0,3600000.0,2500000.0,0.0,0.0,0.0,Medium,Medium,Medium,Low,Medium,Low,Medium,High,Medium,Low,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,No,No,No,No,No,No,No
52,2008,No,2003.0,Yes,manufacturing,food and beverages,No,80.0,80.0,120.0,70.0,70.0,90.0,150.0,150.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,Low,Not used,Not used,Not used,Not used,Not used,Not used,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,No,Yes,No,No,No,No,No,No
53,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,No,No,No,No,No,No,No
54,2008,No,2007.0,NOT SPECIFIED,manufacturing,"Publishing, reproduction of recorded media",No,30.0,25.0,20.0,0.0,0.0,0.0,30.0,25.0,20.0,0.0,0.0,0.0,1000000.0,750000.0,2000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
55,2008,No,1984.0,No,manufacturing,leather tanning and dressing etc,No,16.0,18.0,20.0,0.0,0.0,0.0,16.0,18.0,20.0,0.0,0.0,0.0,1000000.0,1500000.0,2000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,Yes,No,No,No,No,No,No
56,2008,No,1978.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,400.0,750.0,870.0,15.0,30.0,30.0,415.0,780.0,900.0,0.0,0.0,0.0,15000000.0,20000000.0,29500000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,No,No,No,No,No,No
57,2008,No,1990.0,NOT SPECIFIED,manufacturing,wood and paper products etc,No,2.0,3.0,9.0,1.0,2.0,3.0,3.0,5.0,12.0,0.0,0.0,0.0,500000.0,4500000.0,6200000.0,0.0,0.0,0.0,Medium,High,High,High,High,High,Medium,Medium,High,High,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
58,2008,No,1995.0,No,manufacturing,wood and paper products etc,No,2.0,3.0,6.0,1.0,2.0,4.0,3.0,5.0,10.0,0.0,0.0,0.0,600000.0,1200000.0,2500000.0,0.0,0.0,0.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
59,2008,No,0.0,NOT SPECIFIED,manufacturing,wood and paper products etc,No,110.0,105.0,60.0,46.0,40.0,10.0,156.0,145.0,70.0,0.0,0.0,0.0,160000000.0,90000000.0,62800000.0,0.0,0.0,0.0,Medium,Medium,High,Medium,Medium,Not used,Not used,High,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,Yes,Yes,No,No
60,2008,No,1978.0,NOT SPECIFIED,manufacturing,furniture,No,230.0,230.0,230.0,230.0,230.0,30.0,30.0,40.0,260.0,0.0,0.0,0.0,1200000000.0,1500000000.0,1700000000.0,0.0,0.0,0.0,High,Medium,Medium,High,Low,Not used,Not used,Low,Low,Low,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,No,No,No,No,No,No
61,2008,No,1984.0,No,manufacturing,non metallic mineral products,No,28.0,32.0,24.0,40.0,51.0,52.0,68.0,83.0,76.0,0.0,0.0,0.0,7253000.0,7934567.0,8163400.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,No,No,No,No,No,No
62,2008,No,0.0,NOT SPECIFIED,manufacturing,wood and paper products etc,No,3.0,6.0,9.0,2.0,4.0,3.0,5.0,10.0,12.0,0.0,0.0,0.0,1200000.0,500000.0,2200000.0,0.0,0.0,0.0,Medium,High,High,High,High,High,Medium,Medium,High,High,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
63,2008,No,0.0,NOT SPECIFIED,manufacturing,textiles and wearing apparel,No,3.0,6.0,7.0,2.0,3.0,4.0,5.0,9.0,11.0,0.0,0.0,0.0,1300000.0,600000.0,3200000.0,0.0,0.0,0.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants",Yes,No,No,No,No,No,No,No
64,2008,No,0.0,NOT SPECIFIED,manufacturing,textiles and wearing apparel,No,8.0,10.0,10.0,6.0,7.0,7.0,14.0,17.0,17.0,0.0,0.0,0.0,300000.0,400000.0,450000.0,0.0,0.0,0.0,Medium,Not used,High,High,Not used,Not used,Not used,Not used,Not used,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
65,2008,No,0.0,NOT SPECIFIED,manufacturing,"Publishing, reproduction of recorded media",No,3.0,5.0,9.0,1.0,4.0,1.0,4.0,9.0,10.0,0.0,0.0,0.0,500000.0,1100000.0,2200000.0,0.0,0.0,0.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Yes,No,No,No,No,No,No,No
66,2008,No,1990.0,Yes,manufacturing,chemicals and chemical products,No,45.0,45.0,50.0,15.0,15.0,23.0,60.0,60.0,73.0,0.0,0.0,0.0,32425700.0,56000000.0,64521843.0,0.0,0.0,0.0,Medium,Medium,High,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,No,No,No,No,No,No,No
67,2008,No,1988.0,Yes,manufacturing,"machinery, equipment and vehicles",No,20.0,15.0,13.0,50.0,45.0,40.0,70.0,60.0,43.0,0.0,0.0,0.0,195000000.0,170000000.0,140000000.0,0.0,0.0,0.0,Medium,Medium,Medium,Not used,Not used,Medium,Not used,Not used,Low,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
68,2008,No,0.0,NOT SPECIFIED,manufacturing,furniture,No,50.0,68.0,62.0,4.0,4.0,4.0,54.0,72.0,68.0,0.0,0.0,0.0,60000000.0,65000000.0,70000000.0,0.0,0.0,0.0,High,High,Not used,Not used,Not used,High,Not used,High,High,High,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,Govt. should encourage foreign investor,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
69,2008,No,1991.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,200.0,180.0,160.0,8.0,10.0,15.0,208.0,190.0,175.0,0.0,0.0,0.0,10000000.0,8000000.0,7000000.0,0.0,0.0,0.0,Not used,Low,Not used,Low,Not used,Not used,Not used,Low,Low,Low,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
70,2008,No,1985.0,Yes,manufacturing,food and beverages,No,88.0,90.0,91.0,35.0,30.0,25.0,123.0,120.0,116.0,0.0,0.0,0.0,111459840.0,66875904.0,71000000.0,0.0,0.0,0.0,Medium,Medium,Medium,Not used,Not used,Medium,Not used,Not used,Low,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
71,2008,No,0.0,Yes,manufacturing,"machinery, equipment and vehicles",Yes,120.0,120.0,120.0,10.0,12.0,14.0,130.0,132.0,134.0,0.0,0.0,0.0,412000000.0,485000000.0,475000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
